Semantic Field,Structure,Database ID,Synset,Phrase 1,Phrase 2,Definiton,Jpn ID,Jpn Synset,Phrase 1,Phrase 2,Jpn Definition
Artifact,entity:physical entity:object:whole:artifact:covering:clothing:woman's clothing:top,04460937,top,,,"a garment (especially for women) that extends from the shoulders to the waist or hips; ""he stared as she buttoned her top""",04453666-n,"ブラウス,トップ",,,肩からウェストあるいは腰までを覆う（特に婦人用の）衣服
Artifact,entity:physical entity:object:whole:artifact:covering:clothing:work-clothing:overall,03868628,overall,,,(usually plural) work clothing consisting of denim trousers (usually with a bib and shoulder straps),03863108-n,"オーバーオール,上っ張り,サロペット",,,デニムの（胸当てとズボン吊りがついている）パンツ
Artifact,entity:physical entity:object:whole:artifact:covering:coating,03062092,"coating,coat",,,"a thin layer covering something; ""a second coat of paint""",03058107-n,"塗,上塗り,上塗,コーティング,塗装,塗り",,,何かの上の薄い層
Artifact,entity:physical entity:object:whole:artifact:covering:coating:paint,03880896,"paint,pigment",,,"a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating; ""artists use `paint' and `pigment' interchangeably""",03875218-n,"ピグメント,塗料,顔料,ペイント,絵具,えの具,ペンキ,絵の具",,,表面の保護、または装飾用にコーティングとして使用される物質（特に液体に懸濁される顔料の混合物）
Artifact,entity:physical entity:object:whole:artifact:covering:floor cover:rug,04125115,"rug,carpet,carpeting",,,floor covering consisting of a piece of thick heavy fabric (usually with nap or pile),04118021-n,"絨緞,カーペット,じゅうたん,引っ敷き,絨毯,ラグ,氈,引敷,坐具,ラグマット,マット,座具",,,厚い重い布地（通常けばまたはパイル織物）からなる床カバー
Artifact,entity:physical entity:object:whole:artifact:covering:footwear:boot,02876113,boot,,,footwear that covers the whole foot and lower leg,02872752-n,ブーツ,,,足全体と下脚を覆う靴
Artifact,entity:physical entity:object:whole:artifact:covering:footwear:shoe,04206070,shoe,,,footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material,04199027-n,靴,,,履き物で、（足首から下の）足に適合するように整形され、皮またはプラスチックの柔軟な甲と、重みのある材料でできた底とかかとが付いている
Artifact,entity:physical entity:object:whole:artifact:covering:footwear:shoe:sandal,04140872,sandal,,,a shoe consisting of a sole fastened by straps to the foot,04133789-n,サンダル,,,紐によって足を固定した靴底からなる靴
Artifact,entity:physical entity:object:whole:artifact:covering:mask,03730361,mask,,,a covering to disguise or conceal the face,03724870-n,"マスク,面形,面,覆面,仮面",,,表面を偽装するか、または隠す覆い
Artifact,entity:physical entity:object:whole:artifact:covering:protective covering:blind,02854358,"blind,screen",,,"a protective covering that keeps things out or hinders sight; ""they had just moved in and had not put up blinds yet""",02851099-n,"窓掛け,日覆,日除,目かくし,日よけ,日覆い,窓掛,目隠し,日おおい,見隠し,目隠,遮蔽,ブラインド,窓かけ,日除け,見隠",,,ものを避けるか、または光景を妨げる保護被覆
Artifact,entity:physical entity:object:whole:artifact:covering:protective covering:blind:curtain,03155743,"curtain,drape,drapery,mantle,pall",,,hanging cloth used as a blind (especially for a window),03151077-n,"帳,窓掛け,帷幕,引物,引き物,幕,窓掛,帷帳,覆い布,覆い,緞帳,カーテン,引き幕,幄,帷,窓かけ,垂れ絹",,,日よけとして用いられる垂れ下がった布（特に窓のために）
Artifact,entity:physical entity:object:whole:artifact:covering:protective covering:roof,04112162,roof,,,a protective covering that covers or forms the top of a building,04105068-n,"屋根,大屋根,ルーフ",,,建物の最上部をおおうか、形成する保護カバー
Artifact,entity:physical entity:object:whole:artifact:covering:protective covering:roof:dome,03225216,dome,,,a hemispherical roof,03220513-n,"円蓋,丸天井,ドーム,丸屋根,穹窿,円天井",,,半球状の屋根
Artifact,entity:physical entity:object:whole:artifact:covering:protective covering:screen,04158646,screen,,,"a protective covering consisting of netting; can be mounted in a frame; ""they put screens in the windows for protection against insects""; ""a metal screen protected the observers""",04151581-n,#N/A,,,網状の保護被覆
Artifact,entity:physical entity:object:whole:artifact:covering:protective covering:shelter:canopy:umbrella,04514450,umbrella,,,a lightweight handheld collapsible canopy,04507155-n,"端折傘,雨がさ,アンブレラ,端折り傘,妻折傘,洋傘,コウモリ傘,こうもり傘,妻折り傘,雨傘,蛇の目,傘,蝙蝠傘,蝙蝠",,,軽い手持ちの折り畳める天蓋
Artifact,entity:physical entity:object:whole:artifact:covering:protective covering:shield,04199901,shield,,,a protective covering or structure,04192858-n,"シールド,防衛,防御,防禦,遮蔽,遮蔽物",,,防御の構造物あるいは装置
Artifact,entity:physical entity:object:whole:artifact:covering:protective covering:shield:plate:horseshoe,03544613,"horseshoe,shoe",,,U-shaped plate nailed to underside of horse's hoof,03539433-n,"蹄鉄,馬沓,鉄蹄,ホースシュー,鉄沓",,,馬のひづめの下側に打ち付けられたU字型のプレート
Artifact,entity:physical entity:object:whole:artifact:covering:screen,04159023,"screen,cover,covert,concealment",,,"a covering that serves to conceal or shelter something; ""a screen of trees afforded privacy""; ""under cover of darkness""; ""the brush provided a covert for game""; ""the simplest concealment is to match perfectly the color of the background""",04151940-n,"掩護,被せ,カヴァー,上覆,包み隠し,蔽,掩蔽,屏障,目かくし,包隠,被い,カバー,庇保,壅蔽,目隠し,隠し,包みかくし,つつみ隠し,見隠し,隠秘,隠匿,目隠,上包,上被い,被,陰蔽,上被,遮蔽,上包み,覆い,包隠し,上覆い,遮蔽物,蔽い,被覆,隠蔽,見隠,隠伏,覆",,,何かを隠したり保護したりするのに役立つ覆い
Artifact,entity:physical entity:object:whole:artifact:covering:top:cap,02958374,cap,,,a top (as for a bottle),02954938-n,"キャップ,王冠,ふた,蓋,上蓋",,,（びんなどの）ふたの部分
Artifact,entity:physical entity:object:whole:artifact:covering:top:lid,03666666,lid,,,"a movable top or cover (hinged or separate) for closing the opening at the top of a box, chest, jar, pan, etc.; ""he raised the piano lid""",03661340-n,"ふた,蓋",,,箱、瓶、鍋などの容器の口を閉じるための（蝶番で留まっていたり別になっていたりする）動かせるカバー
Artifact,entity:physical entity:object:whole:artifact:creation:art:graphic art:graphics,03458929,graphics,,,the drawings and photographs in the layout of a book,03453985-n,"グラフィクス,グラフィックス",,,本のレイアウトにおける画や写真
Artifact,entity:physical entity:object:whole:artifact:creation:art:graphic art:painting,03882197,"painting,picture",,,"graphic art consisting of an artistic composition made by applying paints to a surface; ""a small painting by Picasso""; ""he bought the painting as an investment""; ""his pictures hang in the Louvre""",03876519-n,"彩画,丹青,ペイント,色絵",,,ペンキを表面に塗って作られる芸術的なグラフィック芸術
Artifact,entity:physical entity:object:whole:artifact:creation:art:graphic art:print,04009955,print,,,a picture or design printed from an engraving,04003597-n,版画,,,版画から印刷された絵あるいはデザイン
Artifact,entity:physical entity:object:whole:artifact:creation:art:mosaic,03793292,mosaic,,,art consisting of a design made of small pieces of colored stone or glass,03787759-n,"モザイク,モザイック",,,彩色された石あるいはガラスの小片で作られたデザインから成る芸術
Artifact,entity:physical entity:object:whole:artifact:creation:art:plastic art:sculpture,04164381,sculpture,,,a three-dimensional work of plastic art,04157320-n,"彫物,スカルプチュア,彫鏤,彫塑,スカルプチャア,彫り物,彫像,彫刻,スカルプチャー",,,プラスチックアートの３次元作品
Artifact,entity:physical entity:object:whole:artifact:creation:art:plastic art:sculpture:bronze,02909500,bronze,,,a sculpture made of bronze,02906175-n,ブロンズ,,,銅でつくられた彫刻
Artifact,entity:physical entity:object:whole:artifact:creation:art:plastic art:sculpture:statue,04313985,statue,,,a sculpture representing a human or animal,04306847-n,"偶像,彫像,スタチュー,寿像,形像,立像",,,人間や動物を表した彫刻
Artifact,entity:physical entity:object:whole:artifact:creation:invention,03587827,"invention,innovation",,,a creation (a new device or process) resulting from study and experimentation,03582658-n,"発明,インヴェンション,発明品,インベンション",,,研究と実験からもたらされる（新しい装置や手順の）創造
Artifact,entity:physical entity:object:whole:artifact:creation:needlework:sewing:stitch,04328376,stitch,,,"a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing",04321238-n,"針目,縫い目,ステッチ,縫いめ,縫い,縫,ぬい目,目,編目,編み目,縫目",,,編み物、かぎ編み、刺繍、または縫い物で作られる輪、または結び目
